Player,Nation,Position,Team,Age,Weekly,Annual
Matai Akinmboni,USA,DF,Bournemouth,18.022722593355915,4992.617712235489,267198.345911979
Mahamadou Susoho,,DM,Manchester City,21.29772462433202,5500.520055363049,258367.1570556552
Billy Crellin,,GK,Everton,25.203501817711455,5094.572483409833,269731.5460699091
Teddy Sharman-Lowe,,GK,Chelsea,19.75682870535162,4677.090920618073,254936.03633010123
Jimmy-Jay Morgan,,CF,Chelsea,20.09691384944452,4606.447716054582,265388.84185354115
Dom Ballard,,CF,Southampton,19.762949119928457,3775.790348705937,190355.45229573222
Jamie Donley,,SS,Tottenham,21.139944980470453,3953.5666742442413,194710.80359322138
Justin Devenny,,CM,Crystal Palace,20.246800002713794,3800.0045839336967,189485.78987701138
Kaden Rodney,,DM,Crystal Palace,18.015931332426515,4051.0352837749656,217281.32300942356
Harvey Davies,,GK,Liverpool,20.859517336534893,3627.81582617263,221491.95757355113
Josh Feeney,,CB,Aston Villa,20.66828790255192,3808.684875291656,194609.13714080324
Louie Barry,ENG,LW,Aston Villa,18.9510612433776,3782.987139055058,194090.75224627735
Dexter Lembikisa,,RB,Wolves,22.622414982286237,4348.170808654653,223447.44892138997
Callum Doyle,ENG,CB,Manchester City,19.87139628171984,3972.052728455583,224966.64632743434
Amario Cozier-Duberry,,RW,Brighton,18.81556909367542,3810.694052944709,218858.85355938275
Samy Chouchane,,CM,Brighton,21.144812035104643,3816.6163646380273,206158.19768318406
Stefanos Tzimas,,CF,Brighton,19.45250148529209,3686.1257876360514,225575.49503451592
Martial Godo,,LW,Fulham,22.610498316665485,4308.602200148871,226655.34069684
Alex Murphy,,LB,Newcastle Utd,18.123826505021764,3415.0666152761128,190296.8186058222
Cieran Slicker,,GK,Ipswich Town,20.083335034112796,3955.956815671677,200689.72412227493
Paris Maghoma,,CM,Brentford,24.09294173495953,3976.1844877751405,204445.45984964631
Imari Samuels,ENG,DF,Brighton,19.866561466712252,3904.4044320551534,180542.29646265676
Killian Cahill,,GK,Brighton,21.541007619077615,3812.1297807699307,181048.49770894964
Zach Abbott,,CB,Nott'ham Forest,18.386005498857273,3983.33102832797,172684.16178835448
Carl Rushworth,ENG,GK,Brighton,24.999305617756928,3810.727416662562,194913.18234382698
Will Lankshear,,CF,Tottenham,17.680700458548177,3585.9254125556113,188121.859857818
Kaelan Casey,,CB,West Ham,21.67984810537543,3262.2138019270647,165622.29714765027
Kaide Gordon,,RW,Liverpool,18.71235240503855,3358.2447424531697,184875.2842603882
Ben Nelson,,CB,Leicester City,19.338481617936235,3497.7408251530833,169885.10205250012
Finley Burns,ENG,CB,Manchester City,22.811918917700837,3690.869281324022,171770.79354534158
Alex Matos,,CM,Chelsea,21.003794728126806,3672.539543685758,171791.7248551015
Ryan Trevitt,,CM,Brentford,22.20160213186949,3332.464805751165,147127.597209559
Chem Campbell,WAL,AM,Wolves,20.683789284415457,3065.8110740118154,182043.58122413495
Dominic Corness,,DM,Liverpool,22.22112565924638,2964.5625935612925,170437.5280911016
Val Adedokun,,LB,Brentford,19.255965419101752,3213.0989210515236,150366.1913307375
Luca Barrington,,LW,Brighton,21.932643029421143,3078.519038695031,166638.57535978119
Franco Umeh-Chibueze,,RW,Crystal Palace,20.745366456321616,2542.8481255975416,127628.7413603811
Max Kinsey,,CB,Bournemouth,18.77847807192886,2543.6984524169266,137380.67492214916
Silko Thomas,,RW,Leicester City,20.22616326475925,2560.0138069331956,128517.80770770492
Joe White,ENG,AM,Newcastle Utd,19.977333303661734,2568.315807120441,126998.0729473415
Jadel Katongo,,CB,Manchester City,20.129396429601112,2552.0331972702074,143765.65174019974
Caleb Wiley,USA,LB,Chelsea,18.71447791991948,2458.8232195973183,137307.07383310367
Dylan Williams,,LB,Chelsea,19.40415344206866,2930.1889322628235,133337.46198900303
Kamari Doyle,,AM,Brighton,18.639899592808334,2663.800056306229,146181.2195214524
Odeluga Offiah,,RB,Brighton,22.619653554095475,2758.967612486423,125976.59088921071
Josh King,,CM,Fulham,17.58525690309121,2945.995756203948,143481.763679279
Will Dennis,ENG,GK,Bournemouth,21.88672683118972,2468.328645378424,114682.29606385135
Will Dickson,,CF,Manchester City,19.766765074568543,2571.0816582189473,138067.61224576877
Rhys Bennett,,CB,Manchester Utd,21.901091287612594,2383.169240668155,129230.69153584316
Owen Goodman,,GK,Crystal Palace,23.04275254959727,2127.5667347331073,106423.29888990523
Freddie Potts,,DM,West Ham,21.995401558404247,2091.283916983533,111046.39480558978
Mohamadou Kanté,,CM,West Ham,19.51211033075661,1828.3327479109928,100047.32214102068
Travis Patterson,,LB,Aston Villa,19.527121855022965,1881.365629322341,106958.60860807906
Francis Okoronkwo,,CF,Everton,18.550577671809123,2117.0738583165976,100377.1634785759
Dale Taylor,,CF,Nott'ham Forest,19.015055739366318,2084.6051658846313,111197.03995881528
Elkan Baggott,,CB,Ipswich Town,23.784815153903605,2078.6860605301817,112259.45068877148
Sam Mather,,LW,Manchester Utd,18.86966797910589,1287.8886338934126,67194.7481033257
Patrick Kelly,,DM,West Ham,21.89021392403657,1417.122118980078,71224.5646236951
Charlie McArthur,,CB,Newcastle Utd,20.648366156222462,1334.2594599316335,70373.14037016379
Max Thompson,,GK,Newcastle Utd,20.861636932182606,1271.241692578976,66481.8352311786
Cameron Humphreys,,CM,Ipswich Town,21.03786457582084,1291.048221045956,73989.37130919931
George Abbott,,DM,Tottenham,18.311162265406736,1070.7563083025955,52753.193482753275
Rico Richards,ENG,AM,Aston Villa,19.36794700583495,999.6514390228248,51966.02737918872
Kobei Moore,,CF,Aston Villa,21.902952649546194,733.4726429207609,39872.457509031956
Luca Stephenson,,DM,Liverpool,21.654571494840912,517.3955724674523,29521.029027021057
Kevin De Bruyne,BEL,"MF,FW",Manchester City,32.68873466598287,536738.3363210243,23505112.44863539
Erling Haaland,NOR,FW,Manchester City,21.845821917771595,440196.03348166985,25883447.323912162
Casemiro,BRA,MF,Manchester Utd,34.300454271172676,393859.1331823569,22153422.07126034
Mohamed Salah,EGY,FW,Liverpool,30.617851263600514,418082.47914466466,20025174.83206053
Bruno Fernandes,POR,MF,Manchester Utd,28.42303293141998,388341.418585926,20431008.069338523
Marcus Rashford,ENG,"FW,MF",Manchester Utd,23.61835229831897,348549.3750178694,20014881.888835825
Bernardo Silva,POR,"MF,FW",Manchester City,30.367199085855876,370814.11340209167,18428535.56335289
Jack Grealish,ENG,"FW,MF",Manchester City,25.583248376937778,372938.9510472799,19485305.41538955
Omar Marmoush,EGY,"FW,MF",Manchester City,23.425993525635278,411268.8070940243,19737139.86490661
Kai Havertz,GER,"FW,MF",Arsenal,24.96305020678718,314435.20626163436,16118317.829160366
Gabriel Jesus,BRA,FW,Arsenal,27.119033352396112,332837.97841227,15476053.138278522
Mason Mount,ENG,MF,Manchester Utd,22.55132810405102,276872.03875914967,15721233.308710264
John Stones,ENG,"DF,MF",Manchester City,28.698855244991147,328239.32292620983,15618595.437655665
Reece James,ENG,"DF,MF",Chelsea,23.012332278002404,325638.3714014748,16518356.048896823
Declan Rice,ENG,MF,Arsenal,23.06285995120245,273644.82363500056,16064795.5952235
Martin Ødegaard,NOR,MF,Arsenal,26.154074567626,309131.5527870476,15997898.581850428
İlkay Gündoğan,GER,MF,Manchester City,32.82818493101647,289601.81757972465,15327265.00200256
Phil Foden,ENG,"MF,FW",Manchester City,23.800238293859778,249692.12438173243,13090000.881463284
Virgil van Dijk,NED,DF,Liverpool,30.41159021836382,293860.17608528864,13456011.81117496
Rodri,ESP,MF,Manchester City,28.326740727881585,275999.53035246715,13222957.833413014
Thomas Partey,GHA,"MF,DF",Arsenal,32.98257575612808,226909.04157542525,12721727.838468615
Antony,BRA,"DF,MF",Manchester Utd,24.240691459583935,239476.61233690334,12612415.343276355
Joško Gvardiol,CRO,DF,Manchester City,20.622924714368295,255156.38502051187,13194410.716648228
Wesley Fofana,FRA,DF,Chelsea,20.93509968987003,238091.2816595238,12488191.290715143
Bukayo Saka,ENG,"FW,MF",Arsenal,22.55770894414038,250258.18822926068,13601944.72727066
Matthijs de Ligt,NED,DF,Manchester Utd,25.56054479575647,219376.79211278004,11846691.466171425
Christopher Nkunku,FRA,FW,Chelsea,27.408324559067452,251269.65788328726,11358103.958849384
William Saliba,FRA,DF,Arsenal,24.72529372201988,233190.83037332256,11134185.721322684
Harry Maguire,ENG,DF,Manchester Utd,32.0561609679448,232948.11644697803,11544086.762746444
Son Heung-min,KOR,FW,Tottenham,29.10538907099814,210397.2556890002,12024537.931507742
Gabriel Martinelli,BRA,"FW,MF",Arsenal,23.243248353700668,216133.8865400417,12509370.51639986
Trent Alexander-Arnold,ENG,DF,Liverpool,23.483535386389534,223818.8720465629,10438797.80238429
Manuel Akanji,SUI,DF,Manchester City,29.916655455011224,235724.773656206,10818264.020273905
Rúben Dias,POR,DF,Manchester City,29.30252282878133,232010.13270705284,11003480.345993988
Enzo Fernández,ARG,MF,Chelsea,24.93063897216095,201130.2188934846,11873310.319506777
Kyle Walker,ENG,DF,Manchester City,32.452609406594505,202317.18476198887,12130199.499372944
Marc Cucurella,ESP,DF,Chelsea,27.848472844515413,229564.6321844739,11054026.739615027
James Maddison,ENG,MF,Tottenham,26.83475867807174,202302.29256705678,9890037.389760654
Cristian Romero,ARG,DF,Tottenham,25.783737434528156,184563.29058802998,11400128.83405301
Timo Werner,GER,"FW,MF",Tottenham,28.60082805109174,195349.78575389695,10744190.362745857
Andrew Robertson,SCO,DF,Liverpool,30.38208742694285,193365.44600452375,10898893.085526308
Bruno Guimarães,BRA,MF,Newcastle Utd,27.693513596177752,185181.3799671076,10875168.059123375
Nathan Aké,NED,DF,Manchester City,26.778839416956675,188866.19373724735,10768577.90186887
Pedro Neto,POR,FW,Chelsea,25.051081136925525,182991.20820074828,10668112.494732376
Kalvin Phillips,ENG,MF,Ipswich Town,29.478435533447822,182751.15696349752,10870298.611446425
Ben White,ENG,DF,Arsenal,24.248216530341352,183188.2453073135,9074564.487511376
Oleksandr Zinchenko,UKR,"DF,MF",Arsenal,25.78578022251236,199280.140494589,9143013.598208131
Christian Eriksen,DEN,MF,Manchester Utd,33.07351942792285,170992.7468529724,9536004.064752704
Jadon Sancho,ENG,LW,Manchester Utd,24.5381870010591,174057.9226164592,8673914.534957634
Luke Shaw,ENG,DF,Manchester Utd,30.698126046656594,184368.5857508027,10241946.378083661
Jarrod Bowen,ENG,"FW,MF",West Ham,24.33336382410849,173135.70412824085,9925707.663342947
Lucas Paquetá,BRA,"MF,FW",West Ham,24.83217900993311,173644.53410814333,10288811.431642685
Alexis Mac Allister,ARG,MF,Liverpool,22.75557043838485,169985.98570140998,9448083.201942429
Alisson,BRA,GK,Liverpool,30.260515807308657,193284.8925892781,9729928.111502577
Federico Chiesa,ITA,FW,Liverpool,28.502010057078756,184254.08475294217,10114726.330531444
Ryan Gravenberch,NED,MF,Liverpool,20.33311717280771,192809.04369362933,10432375.672840586
Boubacar Kamara,FRA,MF,Aston Villa,22.87071530269032,178667.7615226002,9750607.179762423
Emiliano Martínez,ARG,GK,Aston Villa,31.045688991372607,181954.72048447366,10188307.65355543
Youri Tielemans,BEL,MF,Aston Villa,28.99273326903473,183496.54880473035,9473964.401393324
Anthony Gordon,ENG,"FW,MF",Newcastle Utd,24.81847297343932,173514.16327585984,9763933.245887583
Joelinton,BRA,"MF,FW",Newcastle Utd,27.890288395255794,187932.29758775732,9413419.683081253
Lloyd Kelly,ENG,DF,Newcastle Utd,23.153516764038212,194500.60410964937,9457461.035125652
Mateo Kovačić,CRO,MF,Manchester City,32.0663583205929,193252.97837437977,10314623.409610696
Moisés Caicedo,ECU,"MF,DF",Chelsea,23.126886288110402,197412.7267052052,10205391.49572395
Donyell Malen,NED,FW,Aston Villa,26.928002344471302,198310.88073950552,9385218.28164034
Darwin Núñez,URU,FW,Liverpool,26.071566323111867,177935.68703921916,8761878.672068965
Diogo Jota,POR,FW,Liverpool,24.986681821539765,179408.2866815328,9692995.907136224
Amadou Onana,BEL,MF,Aston Villa,20.46756816592571,162158.44225984762,8619101.528447276
Jamie Vardy,ENG,FW,Leicester City,39.073897888416944,172439.82335873533,8302826.574021582
Noussair Mazraoui,MAR,DF,Manchester Utd,27.271225705495876,169927.49831684606,8439701.704809504
Mikel Merino,ESP,"MF,FW",Arsenal,25.579303473213866,160608.25756028332,7972993.730166836
Ollie Watkins,ENG,FW,Aston Villa,27.516599950046256,159884.6995088955,8101876.736553705
Matheus Nunes,POR,"DF,MF",Manchester City,23.514257429549524,151314.8628369704,8152074.8202020405
Cole Palmer,ENG,MF,Chelsea,21.873298138683115,168298.97721404658,8091936.83983137
João Félix,POR,"FW,MF",Chelsea,22.771457530381365,162928.56324192195,7843381.753653537
Abdoulaye Doucouré,MLI,MF,Everton,33.79530987237011,146332.8269477358,7967050.260393832
Bernd Leno,GER,GK,Fulham,32.43009801147713,159225.20412248367,8893824.246848475
Danny Ings,ENG,"FW,MF",West Ham,35.114999463783334,150298.41954422553,7897787.660273155
Jordan Pickford,ENG,GK,Everton,30.467481447997006,160289.72741757563,7548990.012307871
Riccardo Calafiori,ITA,DF,Arsenal,20.740250598727023,159050.19986140894,7165875.846213029
André Onana,CMR,GK,Manchester Utd,26.471944431583815,138746.83734601983,7836036.506708299
Lisandro Martínez,ARG,DF,Manchester Utd,27.080136543832342,155597.242570164,7612255.449056093
Manuel Ugarte,,DM,Manchester Utd,24.201396360529174,151506.82701596737,7860149.525321581
Victor Lindelöf,SWE,DF,Manchester Utd,32.179238877619945,145993.2348335866,7943657.578450983
Aaron Ramsdale,ENG,GK,Southampton,24.81802012443663,152797.54049414227,7640291.935788575
Alphonse Areola,FRA,GK,West Ham,31.24594024884127,156610.8310300606,8273280.147084205
Cody Gakpo,NED,FW,Liverpool,24.02140356198285,153358.28182284342,7610148.825331992
Dominik Szoboszlai,HUN,MF,Liverpool,22.65438349357575,153863.7921750392,6989235.004865861
John McGinn,SCO,"MF,FW",Aston Villa,30.989187147678265,142565.29891029236,7953060.834168198
Leon Bailey,JAM,"FW,MF",Aston Villa,24.61489180228547,141622.36335666708,7220719.071619741
Lucas Digne,FRA,DF,Aston Villa,30.731562478884662,151703.43187450137,7923400.122039623
Alexander Isak,SWE,FW,Newcastle Utd,23.91103540119625,152424.18643934146,7560725.508801804
Kieran Trippier,ENG,DF,Newcastle Utd,34.93777436392951,151984.64310146062,6962034.889191278
Sandro Tonali,ITA,MF,Newcastle Utd,22.469540434631554,153674.52179853342,7393343.470698944
Tosin Adarabioyo,ENG,DF,Chelsea,25.76756574800902,135948.8312304704,6966401.91125848
Idrissa Gana Gueye,SEN,MF,Everton,31.294130340483264,134591.13023135284,7065761.6697621625
Marco Asensio,ESP,MF,Aston Villa,27.416515281207367,147033.03921772254,7796911.274529747
James Ward-Prowse,ENG,MF,West Ham,30.074214556210833,168431.45008847755,8091379.030999311
Leny Yoro,,CB,Manchester Utd,19.086374580564694,128951.97568717919,7208230.437514941
Raheem Sterling,ENG,"FW,MF",Arsenal,31.411973546112765,141054.25725509613,7823563.731388242
Jorginho,ITA,MF,Arsenal,33.744788808710815,145040.43757183535,6615509.0970271565
Kieran Tierney,SCO,"DF,FW",Arsenal,28.185315881862724,139944.76336688953,6974319.098012333
Dejan Kulusevski,SWE,"MF,FW",Tottenham,25.752961510197302,135043.73800925203,6364616.58927829
Joshua Zirkzee,NED,"FW,MF",Manchester Utd,23.862802825631466,138186.52443869432,7301457.711962501
Daichi Kamada,JPN,MF,Crystal Palace,26.509639136999954,132441.59589569742,6656709.994575936
Nikola Milenković,SRB,DF,Nott'ham Forest,24.031093875212967,139802.52160412847,7300458.504798784
Ben Chilwell,ENG,DF,Crystal Palace,27.847706334828967,140849.3723331414,7610539.8528710455
David Raya,ESP,GK,Arsenal,28.90047264151616,111799.60819922916,6236251.71311364
Gabriel Magalhães,BRA,DF,Arsenal,27.31102941101506,112902.69676907979,6417792.174793278
Takehiro Tomiyasu,JPN,DF,Arsenal,22.87531667592901,123273.96409463404,6017293.594591298
Dean Henderson,ENG,GK,Crystal Palace,28.326508557308998,132125.65375322843,5875880.287048141
Eberechi Eze,ENG,"MF,FW",Crystal Palace,27.163925640023777,112822.36882424896,5906038.824337994
Edson Álvarez,MEX,MF,West Ham,27.888692324528986,119171.96586690514,6973244.668235837
Max Kilman,ENG,DF,West Ham,28.26382956664328,116333.60576373032,6182545.542568056
Diego Carlos,BRA,DF,Aston Villa,33.85467586183659,133963.09778290484,5869560.828147675
Ian Maatsen,NED,DF,Aston Villa,20.261844548907007,112768.56254005387,6085981.390782653
Pau Torres,ESP,DF,Aston Villa,25.93773797803274,118217.4358846164,6280815.335555283
Tyrone Mings,ENG,DF,Aston Villa,33.009124933668254,131317.0136305953,6582380.568522563
Matt Targett,ENG,DF,Newcastle Utd,29.685619813733645,116774.08585443252,5964345.992934481
Ederson,BRA,GK,Manchester City,32.513777067443286,119450.94213845667,6553173.459226207
Carney Chukwuemeka,ENG,CM,Chelsea,21.32590311331512,123432.38997346144,6104308.260273066
Levi Colwill,ENG,DF,Chelsea,21.856693856587846,133615.1672680829,6692033.310581152
Mykhailo Mudryk,UKR,FW,Chelsea,22.810832284235506,110160.73850159711,6066272.683573803
Nicolas Jackson,SEN,FW,Chelsea,23.975169495618275,120433.93934277627,6431444.465086939
Dominic Calvert-Lewin,ENG,FW,Everton,24.790824928506066,124499.87198391285,6442657.371126201
James Tarkowski,ENG,DF,Everton,30.742279571744103,119681.47081411912,6097589.5362229785
Raúl Jiménez,MEX,FW,Fulham,36.208000227912805,118817.46401377587,6312895.227978859
Reiss Nelson,ENG,FW,Fulham,23.661101466057392,133440.54346331002,6147654.0089125335
Emerson Palmieri,ITA,DF,West Ham,27.35439328705119,107033.20700736345,6168383.349659086
Jurriën Timber,NED,DF,Arsenal,25.269407465565116,115998.27651878502,6213663.857007736
Leandro Trossard,BEL,FW,Arsenal,27.1789519571178,105445.25824439923,6271365.917388581
Dominic Solanke,ENG,FW,Tottenham,26.492477083327664,104825.17023926486,5932687.949602301
Richarlison,BRA,FW,Tottenham,29.399219509304515,114919.44402901515,5734995.241716023
Eddie Nketiah,ENG,"FW,MF",Crystal Palace,22.879751605420807,108113.72455914185,6282093.650687274
Aaron Wan-Bissaka,ENG,DF,West Ham,25.167609498872206,110789.82862172984,5990323.11226861
Mohammed Kudus,,AM,West Ham,23.59871788224138,113782.9037175697,5665803.7019013865
Niclas Füllkrug,GER,FW,West Ham,28.769914259337472,110705.27976048396,5668880.879218658
Tomáš Souček,CZE,MF,West Ham,26.261823071839174,104675.96568278392,5327530.236050958
Gonçalo Guedes,POR,"MF,FW",Wolves,27.62331153923315,115121.42256514372,5405686.2980797645
Pablo Sarabia,ESP,"MF,FW",Wolves,34.99695316115046,109796.98295088611,5695734.431114365
Harry Winks,ENG,MF,Leicester City,25.88832778869482,108024.38038563337,5953690.070943469
Odsonne Édouard,FRA,FW,Leicester City,24.563706589850327,110367.90423060585,5715553.200601053
Sven Botman,NED,DF,Newcastle Utd,23.6004057817082,107919.71322150955,5386220.744037632
Stefan Ortega,GER,GK,Manchester City,30.513803235129735,111583.43536080627,5180372.285186294
Benoît Badiashile,FRA,DF,Chelsea,20.805122243476294,104567.1063596338,6092602.035323409
Jack Harrison,ENG,FW,Everton,25.69400219713909,104549.96949736404,5581270.07778656
Joachim Andersen,DEN,DF,Fulham,26.137538244076243,117027.28883979065,5644004.836650678
Leander Dendoncker,BEL,DM,Aston Villa,29.2066670256674,108694.32876326384,6118960.37615485
Willian,BRA,"FW,MF",Fulham,31.77568918299667,107442.6922361253,6636825.977031935
Ferdi Kadioglu,TUR,"DF,MF",Brighton,22.135402901555643,108944.1162653512,5212498.043491295
Diogo Dalot,POR,DF,Manchester Utd,26.028715873565204,109352.87277332183,5833678.579671683
Rasmus Højlund,DEN,FW,Manchester Utd,20.014513696687686,93638.87232295159,5180614.15238959
Pedro Porro,ESP,DF,Tottenham,23.83891014837965,97015.25494967979,5204636.804177702
Radu Drăgușin,ROU,DF,Tottenham,20.83144058432048,103146.69535152765,5165570.06148115
Evanilson,BRA,FW,Bournemouth,22.455679498704168,109859.62224049005,5037909.8022007
Michail Antonio,JAM,FW,West Ham,35.03967526204575,102568.29590817839,5227953.926565057
Joe Gomez,ENG,DF,Liverpool,28.45540879678519,108942.91424435707,5805072.053474835
Mathys Tel,FRA,FW,Tottenham,20.05623276431325,105825.27649931019,5182960.32438924
Ben Davies,WAL,DF,Tottenham,31.18962614933014,102026.51668806985,5541714.105486202
Justin Kluivert,NED,"MF,FW",Bournemouth,24.029519571317834,101751.55164023631,4943717.641487251
Carlos Soler,ESP,"MF,FW",West Ham,28.71655131875554,98523.04356269566,4775771.158864253
Matty Cash,POL,DF,Aston Villa,28.478226229259036,104947.89293554879,5545262.773346891
Nélson Semedo,POR,DF,Wolves,28.75152481408203,94980.47860622933,4981908.408859148
Boubakary Soumaré,FRA,MF,Leicester City,26.164297537826332,106574.79514609848,5366823.205454562
Ricardo Pereira,POR,DF,Leicester City,27.328982801210493,91378.22342792978,5428871.086217487
Harvey Barnes,ENG,FW,Newcastle Utd,28.59655207309963,90189.6621356675,4768683.883468392
Joe Willock,ENG,"MF,FW",Newcastle Utd,24.106469986815263,92576.70971768521,5163655.012728771
Kiernan Dewsbury-Hall,ENG,"MF,FW",Chelsea,24.398721788035495,100873.12559880556,4889133.991297514
Kaoru Mitoma,JPN,"FW,MF",Brighton,29.445615407487843,99320.76833606366,4813563.132304614
Lewis Dunk,ENG,DF,Brighton,33.39278446880075,87957.17240762095,4795968.861691751
Michael Keane,ENG,DF,Everton,29.44075904713497,107168.0984053247,4673562.903592834
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,23.931522425371206,98790.33818775274,4603484.375319559
Chris Wood,NZL,FW,Nott'ham Forest,32.01154933280418,91849.34216301951,4984259.751397797
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,25.37896848146928,95188.09680749623,5085243.029858745
Alex Iwobi,NGA,"FW,MF",Fulham,28.905385685760294,106676.8668403707,5307283.761136002
Ben Godfrey,ENG,DF,Ipswich Town,24.577377533394312,104583.13299001886,5467536.485103117
Tyrell Malacia,NED,DF,Manchester Utd,23.14363114744848,83919.10490796586,4524399.202768038
Archie Gray,,CM,Tottenham,18.136684015595176,95549.52685247781,4745799.8765004845
Destiny Udogie,ITA,DF,Tottenham,21.955572154994986,100013.5423651454,4946106.3888021875
Fraser Forster,ENG,GK,Tottenham,38.79288098126753,92496.02759792865,5163715.022694989
Guglielmo Vicario,ITA,GK,Tottenham,27.75514771348889,99690.46918525346,4365095.111299883
Rodrigo Bentancur,URU,MF,Tottenham,25.621467462566677,90789.15292220481,5236244.182452173
Kepa Arrizabalaga,ESP,GK,Bournemouth,28.13089330463638,87016.31113784207,4983685.434833609
Guido Rodríguez,ARG,MF,West Ham,30.324745849686316,85135.2322850367,4974144.5160447825
Kostas Tsimikas,GRE,DF,Liverpool,30.16809246749147,90365.29914137874,4496880.395214194
Emi Buendía,ARG,"MF,FW",Aston Villa,25.321527072586736,85238.12947007874,4664535.553306112
Ezri Konsa,ENG,DF,Aston Villa,25.97841415475121,95726.22222275239,4778335.306466559
Jáder Durán,COL,FW,Aston Villa,20.59126610913256,96770.69145883915,5174242.057632833
Morgan Rogers,ENG,"FW,MF",Aston Villa,23.483579462808386,98045.23253852138,4306718.5457616
Conor Coady,ENG,DF,Leicester City,28.49032371959832,92948.61756980646,5091382.014383608
Patson Daka,ZAM,"FW,MF",Leicester City,25.93158707851248,94819.47141157962,4599070.622015124
Wilfred Ndidi,NGA,MF,Leicester City,29.65432852006039,100225.22038486003,4705814.334718224
Georginio Rutter,FRA,"MF,FW",Brighton,23.439730642714085,82530.38340914411,5139765.332594275
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,28.016319036759086,92457.71862480794,5221285.854894394
Jan Bednarek,POL,DF,Southampton,25.599892069119598,92068.74867910518,4576802.935588043
Joe Aribo,NGA,"MF,DF",Southampton,29.038019641667194,83776.49179346704,4644939.587322258
Brennan Johnson,WAL,FW,Tottenham,22.55516015771476,78174.78612816578,4406622.581975283
Pape Matar Sarr,SEN,MF,Tottenham,18.980947193092803,90804.49509986765,4580308.798636892
Cheick Doucouré,MLI,MF,Crystal Palace,24.041670041357335,91756.29358323416,4187974.200849848
Ismaila Sarr,SEN,MF,Crystal Palace,26.513129410855537,80929.50370703219,4641994.16038827
Jefferson Lerma,COL,"MF,DF",Crystal Palace,30.13906581518979,93466.52524242058,4414183.619537623
Ryan Christie,SCO,MF,Bournemouth,28.395533130095888,77109.34887719665,4283030.438399113
Ibrahima Konaté,FRA,DF,Liverpool,25.60820451192725,84405.33720847854,4440435.866600066
Jacob Ramsey,ENG,"FW,MF",Aston Villa,23.75596433023057,81537.57430498264,4450573.744212655
Hwang Hee-chan,KOR,"MF,FW",Wolves,29.01589493143539,88477.02360100969,4192751.979783132
Aaron Hickey,SCO,RB,Brentford,19.9021964394473,82119.13237817722,4882633.468758344
Issa Diop,FRA,DF,Fulham,28.586271349306138,81411.13898122446,4824695.145622456
Mason Holgate,ENG,"FW,DF",Everton,26.273670573088665,99726.88065200312,5060641.837439095
Jonny Evans,NIR,DF,Manchester Utd,35.112039321089306,85212.71506371908,3866649.129773186
Maxwel Cornet,CIV,FW,Southampton,25.457763773149424,83237.63960202113,3888235.818596976
Luis Sinisterra,COL,"FW,MF",Bournemouth,25.725021525152986,86158.97225483348,4247373.640197586
Łukasz Fabiański,POL,GK,West Ham,35.486821124891684,84238.69047934916,3868994.246862165
Adama Traoré,ESP,"FW,MF",Fulham,25.309764910051555,82483.31924652234,4535305.3912556125
Timothy Castagne,BEL,DF,Fulham,29.923440483940226,85500.6773670994,3893373.3786441777
Nathaniel Phillips,ENG,CB,Liverpool,27.325906150268032,83904.08657303463,4155773.4398134747
Saša Lukić,SRB,MF,Fulham,29.270452471379972,81771.06147843962,4219329.242883198
Giorgi Mamardashvili,GEO,,Liverpool,24.997024990263537,82813.68172392843,4237243.585083265
Nicolás González,ESP,MF,Manchester City,19.815939093819484,88296.82725001899,4125455.3785558017
Adam Armstrong,ENG,"FW,MF",Southampton,26.65090119942163,80382.24207102774,3447027.5587612526
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,33.512164136939745,72197.14696844229,4170625.39099172
Lewis Cook,ENG,"MF,DF",Bournemouth,29.569222540887832,76911.89221867072,3999146.9600618854
Tyler Adams,USA,MF,Bournemouth,25.690758351267206,70463.34934542721,3926710.773252887
Matheus Cunha,BRA,"MF,FW",Wolves,26.408353480376544,70721.83525425846,3736176.908936307
Jannik Vestergaard,DEN,DF,Leicester City,31.541956730337795,66531.08689860358,3834025.8025780125
Miguel Almirón,PAR,FW,Newcastle Utd,32.31552159822871,77835.66842602966,3468464.7421731427
Nick Pope,ENG,GK,Newcastle Utd,32.51766039558565,67776.70550429761,3872358.1289939005
Robert Sánchez,ESP,GK,Chelsea,28.548458119876496,74027.99216117179,3794233.9340622546
Danny Welbeck,ENG,FW,Brighton,32.13266078960006,79717.50870261014,3655821.9572095945
James Milner,ENG,MF,Brighton,41.39750963002244,77587.66900341165,3497495.4965883847
Mats Wieffer,NED,"MF,DF",Brighton,22.5587691754337,79759.41647605893,3541347.546611908
Emile Smith Rowe,ENG,MF,Fulham,25.409236519246583,73717.42685658029,3772149.7961085327
Manor Solomon,ISR,LW,Tottenham,23.78078556239668,79454.92933027391,3679132.890658172
Jakub Kiwior,POL,DF,Arsenal,21.910051909277474,77497.40274603745,3375506.6811904227
Vitaliy Mykolenko,UKR,DF,Everton,27.282795586261894,73088.89610391296,3850602.991879016
Yves Bissouma,MLI,MF,Tottenham,29.492253705259536,67465.70077154248,3144422.406018732
